root,MR_number,slice_number,localImPath,localMaskPath
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,22,IMG-0008-00033,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\DICOM_anon\IMG-0008-00033.dcm,CHAOS_Train_Sets\Train_Sets\MR\22\T2SPIR\Ground\IMG-0008-00033.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00001,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00002,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00003,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00004,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00005,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00006,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00007,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00008,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00009,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00010,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00011,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00012,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00013,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00014,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00015,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00016,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00017,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00018,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00019,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00020,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00021,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00022,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00023,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00024,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00025,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00026,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00027,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00028,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00029,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,3,IMG-0002-00030,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\DICOM_anon\IMG-0002-00030.dcm,CHAOS_Train_Sets\Train_Sets\MR\3\T2SPIR\Ground\IMG-0002-00030.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00001,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00002,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00003,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00004,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00005,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00006,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00007,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00008,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00009,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00010,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00011,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00012,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00013,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00014,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00015,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00016,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00017,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00018,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00019,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00020,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00021,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00022,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00023,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00024,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00025,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00026,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00027,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00028,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,31,IMG-0026-00029,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\DICOM_anon\IMG-0026-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\31\T2SPIR\Ground\IMG-0026-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00001,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00002,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00003,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00004,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00005,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00006,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00007,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00008,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00009,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00010,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00011,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00012,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00013,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00014,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00015,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00016,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00017,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00018,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00019,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00020,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00021,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00022,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00023,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00024,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00025,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00026,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00027,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00028,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00029,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00030,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00030.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00030.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00031,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00031.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00031.png
